Rank,CMC_ID,Name,Symbol,Slug,Price_USD,MarketCap,Volume24h,CirculatingSupply,TotalSupply,MaxSupply,DateAdded
143,18876,ApeCoin,APE,apecoin-ape,0.14386307373332463,143863073.73332462,14167681.64379883,1000000000,1000000000,1000000000,2022-03-17T12:26:36.000Z
144,37322,Vision,VSN,vision-token,0.039547383,143416455.7734982,3394752.986,3626446181.960901,4108036818.244497,4200000000,2025-07-11T08:45:23.000Z
145,28752,dogwifhat,WIF,dogwifhat,0.14272726713678388,142561553.01864582,44983367.92,998838945.6,998838945.6,998840593,2023-12-19T09:08:50.000Z
146,4157,THORChain,RUNE,thorchain,0.4202577598505845,142135598.8551634,2356689.756,338210528,354110050,354196525,2019-07-23T00:00:00.000Z
147,5964,Trust Wallet Token,TWT,trust-wallet-token,0.3305780781573327,142102463.0764872,7498443.91,429860515.5,999860531.5,999860531.5,2020-07-30T00:00:00.000Z
148,1376,Neo,NEO,neo,2.0057410735985473,141482630.6203265,5771292.38,70538831,100000000,,2016-09-08T00:00:00.000Z
149,39720,edgeX,EDGE,edgex,0.40145194192750555,140508179.67462695,5979028.015,350000000,1000000000,1000000000,2026-03-19T13:39:28.000Z
150,2467,OriginTrail,TRAC,origintrail,0.2794986381909898,139749319.0954949,4351337.57,500000000,500000000,500000000,2018-01-25T00:00:00.000Z
151,18679,Onyxcoin,XCN,onyxcoin,0.003513899,136626725.59113565,4505578.589,38881804549.417625,48402432357.486084,68892071756.90897,2022-03-09T16:10:43.000Z
152,2416,Theta Network,THETA,theta-network,0.13306730117066365,133067301.17066365,5015958.217,1000000000,1000000000,1000000000,2018-01-17T00:00:00.000Z
153,1966,Decentraland,MANA,decentraland,0.065948575,130967906.92758763,9999351.113,1985909566.5331404,2193179327.320146,,2017-09-17T00:00:00.000Z
154,6210,The Sandbox,SAND,the-sandbox,0.044302638,130145189.18819368,21340699.62,2937639702.3733225,3000000000,,2020-08-05T00:00:00.000Z
155,33597,Fartcoin,FARTCOIN,fartcoin,0.12451152890298539,124511311.75487898,11929738.49976278,999998256,1000000000,1000000000,2024-10-23T17:42:55.000Z
156,8104,1inch,1INCH,1inch,0.086078618,121541399.43142857,10260193.41517842,1411981301.489995,1500000000,1500000000,2020-12-25T00:00:00.000Z
157,5632,Arweave,AR,arweave,1.830639616315383,120186005.16839872,10081259.80613211,65652466,65652466,66000000,2020-05-27T00:00:00.000Z
158,39841,Genius Terminal,GENIUS,genius-terminal,0.35286651298510074,118343333.34452839,14359370.51662075,335377059,953973324.3,1000000000,2026-04-07T07:20:12.000Z
159,9903,Convex Finance,CVX,convex-finance,1.1939032770711138,118183500.60768373,5525961.446,98989175.15128341,99981178.61033916,,2021-05-18T00:00:00.000Z
160,7548,WEMIX,WEMIX,wemix,0.23487139720398756,116989385.5877348,1078246.566,498099755.78307074,558896667.9927068,590000000,2020-10-29T00:00:00.000Z
161,10180,GoМining,GOMINING,gomining-token,0.28781382461947136,116222227.52338752,6939005.139,403810441.2706685,403890250.7458408,403890250.7458408,2021-06-01T00:00:00.000Z
