Rank,CMC_ID,Name,Symbol,Slug,Price_USD,MarketCap,Volume24h,CirculatingSupply,TotalSupply,MaxSupply,DateAdded,ConfidenceScore,Confidence,Reason,BinanceSymbol,BaseAsset,QuoteAsset,AvailableMarkets,FirstHourlyCandle,LastPrice,24hVolume,Trades24h,PriceChange24h,Status
143,18876,ApeCoin,APE,apecoin-ape,0.1438630737333246,143863073.73332462,14167681.64379883,1000000000,1000000000,1000000000,2022-03-17T12:26:36.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",APEUSDT,APE,USDT,APETRY;APEUSDC;APEUSDT,2022-03-17T14:00:00+00:00,0.1444,668780.449,11762,-2.168,READY
144,37322,Vision,VSN,vision-token,0.039547383,143416455.7734982,3394752.986,3626446181.960901,4108036818.244497,4200000000,2025-07-11T08:45:23.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
145,28752,dogwifhat,WIF,dogwifhat,0.1427272671367838,142561553.01864582,44983367.92,998838945.6,998838945.6,998840593,2023-12-19T09:08:50.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",WIFUSDT,WIF,USDT,WIFIDR;WIFTRY;WIFUSDC;WIFUSDT,2024-03-05T14:00:00+00:00,0.146,907642.4206,14501,1.671,READY
146,4157,THORChain,RUNE,thorchain,0.4202577598505845,142135598.8551634,2356689.756,338210528,354110050,354196525,2019-07-23T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",RUNEUSDT,RUNE,USDT,RUNEUSDC;RUNEUSDT,2020-09-04T06:00:00+00:00,0.42,519913.8229,3858,-1.869,READY
147,5964,Trust Wallet Token,TWT,trust-wallet-token,0.3305780781573327,142102463.0764872,7498443.91,429860515.5,999860531.5,999860531.5,2020-07-30T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",TWTUSDT,TWT,USDT,TWTTRY;TWTUSDC;TWTUSDT,2021-01-27T08:00:00+00:00,0.333,174356.6534,1876,-0.478,READY
148,1376,Neo,NEO,neo,2.005741073598548,141482630.6203265,5771292.38,70538831,100000000,,2016-09-08T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",NEOUSDT,NEO,USDT,NEOTRY;NEOUSDC;NEOUSDT,2017-11-20T03:00:00+00:00,1.985,397431.3249,4131,-3.874,READY
149,39720,edgeX,EDGE,edgex,0.4014519419275055,140508179.67462695,5979028.015,350000000,1000000000,1000000000,2026-03-19T13:39:28.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
150,2467,OriginTrail,TRAC,origintrail,0.2794986381909898,139749319.0954949,4351337.57,500000000,500000000,500000000,2018-01-25T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
151,18679,Onyxcoin,XCN,onyxcoin,0.003513899,136626725.59113565,4505578.589,38881804549.417625,48402432357.48608,68892071756.90897,2022-03-09T16:10:43.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
152,2416,Theta Network,THETA,theta-network,0.1330673011706636,133067301.17066364,5015958.217,1000000000,1000000000,1000000000,2018-01-17T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",THETAUSDT,THETA,USDT,THETABTC;THETATRY;THETAUSDC;THETAUSDT,2019-04-10T04:00:00+00:00,0.1348,328891.8292,3023,0.898,READY
153,1966,Decentraland,MANA,decentraland,0.065948575,130967906.92758764,9999351.113,1985909566.5331404,2193179327.320146,,2017-09-17T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",MANAUSDT,MANA,USDT,MANATRY;MANAUSDT,2020-08-06T10:00:00+00:00,0.0685,305487.4468,4755,2.545,READY
154,6210,The Sandbox,SAND,the-sandbox,0.044302638,130145189.18819368,21340699.62,2937639702.3733225,3000000000,,2020-08-05T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",SANDUSDT,SAND,USDT,SANDTRY;SANDUSDC;SANDUSDT,2020-08-14T13:00:00+00:00,0.04508,859443.8527,15661,-1.893,READY
155,33597,Fartcoin,FARTCOIN,fartcoin,0.1245115289029853,124511311.75487898,11929738.49976278,999998256,1000000000,1000000000,2024-10-23T17:42:55.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
156,8104,1inch,1INCH,1inch,0.086078618,121541399.43142857,10260193.41517842,1411981301.489995,1500000000,1500000000,2020-12-25T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",1INCHUSDT,1INCH,USDT,1INCHUSDC;1INCHUSDT,2020-12-25T05:00:00+00:00,0.0864,543163.8278,8554,0.699,READY
157,5632,Arweave,AR,arweave,1.830639616315383,120186005.16839872,10081259.80613211,65652466,65652466,66000000,2020-05-27T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",ARUSDT,AR,USDT,ARBTC;ARTRY;ARUSDC;ARUSDT,2021-05-14T12:00:00+00:00,1.841,577910.541,6227,0.546,READY
158,39841,Genius Terminal,GENIUS,genius-terminal,0.3528665129851007,118343333.3445284,14359370.51662075,335377059,953973324.3,1000000000,2026-04-07T07:20:12.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",GENIUSUSDT,GENIUS,USDT,GENIUSTRY;GENIUSUSDC;GENIUSUSDT,2026-05-22T12:00:00+00:00,0.3682,393613.4864,7503,6.201,READY
159,9903,Convex Finance,CVX,convex-finance,1.1939032770711138,118183500.60768372,5525961.446,98989175.15,99981178.61033916,,2021-05-18T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",CVXUSDT,CVX,USDT,CVXUSDC;CVXUSDT,2021-12-23T14:00:00+00:00,1.282,971937.3528,9758,8.277,READY
160,7548,WEMIX,WEMIX,wemix,0.2348713972039875,116989385.5877348,1078246.566,498099755.78307074,558896667.9927068,590000000,2020-10-29T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
161,10180,GoМining,GOMINING,gomining-token,0.2878138246194713,116222227.52338752,6939005.139,403810441.2706685,403890250.7458408,403890250.7458408,2021-06-01T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
162,1697,Basic Attention Token,BAT,basic-attention-token,0.077026229,115210029.95197068,4145355.414,1495724656.9526055,1500000000,1500000000,2017-06-01T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",BATUSDT,BAT,USDT,BATUSDT,2019-03-04T10:00:00+00:00,0.0765,141389.4395,1859,-0.907,READY
163,39332,Zama,ZAMA,zama,0.051025324,112255713.53220636,144630766.64178932,2200000000,11196548333,,2026-02-02T12:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ZAMAUSDT,ZAMA,USDT,ZAMATRY;ZAMAUSDC;ZAMAUSDT,2026-02-02T13:00:00+00:00,0.05639,20945329.64,315300,1.842,READY
164,4006,AWE,AWE,awe-network,0.057582124,111848684.76762064,2194244.509,1942420283.0270672,1942420283,1942420283.027067,2019-06-12T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",AWEUSDT,AWE,USDT,AWEUSDT,2025-05-21T08:00:00+00:00,0.05642,142967.0789,2211,-0.195,READY
165,34958,Tagger,TAG,tagger,0.001028542,111498707.26729822,6608928.867,1.08405E+11,4.05381E+11,,2024-12-31T03:48:26.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
166,8119,SafePal,SFP,safepal,0.2146317962351472,107315898.11757363,1493093.541,500000000,500000000,500000000,2020-12-28T00:00:00.000Z,90,HIGH,"SYMBOL,USDT,TRADING",SFPUSDT,SFP,USDT,SFPUSDT,2021-02-08T13:00:00+00:00,0.2154,37757.6938,1293,0,READY
167,28324,dYdX,DYDX,dydx-chain,0.1249450111822277,106029328.40357149,4065881.838,848607938.8070294,958342962.3,1000000000,2021-08-03T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",DYDXUSDT,DYDX,USDT,DYDXTRY;DYDXUSDC;DYDXUSDT,2021-09-09T02:00:00+00:00,0.1249,501418.1806,7542,0.289,READY
168,36462,Vaulta,A,vaulta,0.063762965,105596984.57058764,6768467.213,1656086488,2100000000,2100000000,2025-05-28T09:48:03.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",AUSDT,A,USDT,ATRY;AUSDC;AUSDT,2025-05-28T08:00:00+00:00,0.0624,892370.8678,24346,-4,READY
169,3701,Rootstock Infrastructure Framework,RIF,rsk-infrastructure-framework,0.103757257,103757257.47178005,43231898.04713099,1000000000,1000000000,1000000000,2019-01-16T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",RIFUSDT,RIF,USDT,RIFUSDT,2021-01-07T13:00:00+00:00,0.1128,16597740.19,167573,-12.693,READY
170,6748,Centrifuge,CFG,centrifuge,0.175420984,101245779.67454349,6899781.183,577158886,697164473,,2020-08-28T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",CFGUSDT,CFG,USDT,CFGTRY;CFGUSDC;CFGUSDT,2026-03-16T13:00:00+00:00,0.1731,876884.3339,12559,-4.312,READY
171,40224,Re,RE,re-protocol,0.6305620537037957,100637703.7711258,183010205.7228048,159600000,1000000000,1000000000,2026-06-17T02:55:31.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",REUSDT,RE,USDT,RETRY;REU;REUSD1;REUSDC;REUSDT,2026-06-18T14:00:00+00:00,0.5714,26108267.14,345338,-0.54,READY
172,1455,Golem,GLM,golem-network-tokens,0.099844611,99844610.55,6151018.735,1000000000,1000000000,1000000000,2016-11-18T00:00:00.000Z,90,HIGH,"SYMBOL,USDT,TRADING",GLMUSDT,GLM,USDT,GLMUSDT,2023-03-17T08:00:00+00:00,0.0999,78866.4238,1967,-0.2,READY
173,35626,Data Network,DATA,data-network,0.2736363521861325,97750707.74146912,33161577.63796627,357228515,1030755602,,2025-02-06T07:02:40.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
174,38868,Sentient,SENT,sentient,0.013404012,97016612.66045558,12922523.41,7237878887,34359738368,,2026-01-22T10:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",SENTUSDT,SENT,USDT,SENTTRY;SENTUSDC;SENTUSDT,2026-01-22T13:00:00+00:00,0.01286,508817.7699,6991,-3.453,READY
175,3871,AB,AB,newton,0.000976122,96463976.16,699171.281,98823661261,98823661261,98823661261,2019-04-17T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
176,7080,Gala,GALA,gala,0.001966971,96342724.24,26010430.08802972,48980257078,48980257078,50000000000,2020-09-16T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",GALAUSDT,GALA,USDT,GALATRY;GALAUSDC;GALAUSDT,2021-09-13T06:00:00+00:00,0.001992,886618.4635,8839,-0.05,READY
177,38908,Allora,ALLO,allora,0.4775952061623307,95757838.84,45716805.55643782,200500000,785499999,1000000000,2025-11-10T01:35:52.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ALLOUSDT,ALLO,USDT,ALLOTRY;ALLOUSDC;ALLOUSDT,2025-11-11T14:00:00+00:00,0.5173,8235069.465,183009,1.372,READY
178,33391,DeepBook Protocol,DEEP,deepbook-protocol,0.017425497,95313581.17301652,3319568.081,5469776910,10000000000,10000000000,2024-10-10T05:43:32.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
179,36542,SOON,SOON,soon,0.1702304265612849,94865815.94,6205759.672,557278847.6,998466231.2532852,,2025-05-23T02:53:18.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
180,39965,Nexus,NEX,nexus-labs,1.5785826996108385e-06,94714961.98,1051991.214,6E+13,100000000000000.0,100000000000000.0,2026-05-08T04:45:35.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
181,24091,ZKsync,ZK,zksync,0.009127386,92808385.13,7289515.615,10168122621.823236,14826835215.600285,21000000000,2024-06-16T23:10:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",ZKUSDT,ZK,USDT,ZKTRY;ZKUSDC;ZKUSDT,2024-06-17T10:00:00+00:00,0.00918,529051.2546,4425,-1.818,READY
182,10508,Fluid,FLUID,instadapp,1.171294728292937,92177377.50815776,4802838.438,78696996.82034639,100000000,,2021-06-19T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
183,30986,Kamino,KMNO,kamino-finance,0.017472582,89816255.83917032,3379289.229,5140411263,9999957181.121836,10000000000,2024-04-30T06:37:24.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",KMNOUSDT,KMNO,USDT,KMNOUSDC;KMNOUSDT,2025-05-06T15:00:00+00:00,0.0177,144513.9616,4498,0.568,READY
184,38151,YZY MONEY,YZY,yzy,0.293695319,88982515.86480038,120945.4442,302975601.1,999999434.5,1000000000,2025-08-21T02:17:55.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
185,30083,Aethir,ATH,aethir,0.004408678,88741244.56719263,6752209.267,20128764593,42000000000,42000000000,2024-06-12T02:20:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
186,6892,MultiversX,EGLD,multiversx-egld,2.882634166069248,87667530.77858363,3951796.83,30412298.51865901,30417454,,2020-09-04T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",EGLDUSDT,EGLD,USDT,EGLDEUR;EGLDTRY;EGLDUSDC;EGLDUSDT,2020-09-03T03:00:00+00:00,2.88,272672.8679,2884,-1.706,READY
187,28298,Beam,BEAM,onbeam,0.001697719,87093313.34155928,11560523.66401103,51300184687,58470184687,58470184687,2021-10-29T04:07:32.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
188,33280,Cheems (cheems.pet),CHEEMS,cheems-pet,4.618737465238992e-07,86599034.16634184,1354123.73,187495034775398.0,203672952644644.2,203672960023058.0,2024-10-03T03:58:19.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
189,38353,Meteora,MET,meteora,0.1558061138178562,83072920.6,16248782.52280993,533181391.7,997733887.9,1000000000,2025-09-10T23:40:19.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",METUSDT,MET,USDT,METTRY;METUSDC;METUSDT,2025-11-13T14:00:00+00:00,0.1627,1472859.681,16759,0.308,READY
190,40092,o1.exchange,O,o1-exchange,0.5141130872887285,82258093.96619657,55969668.76578809,160000000,1000000000,1000000000,2026-06-15T10:15:31.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
191,32956,Grass,GRASS,grass,0.3329028945786946,81196710.79637992,17355463.39209509,243905091,1000000000,,2024-10-28T05:31:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
192,35347,Official Melania Meme,MELANIA,melania-meme,0.08011139,80111062.29639934,6228965.786,999995913.7,999995913.7,,2025-01-19T23:21:51.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
193,3964,Reserve Rights,RSR,reserve-rights,0.001226904,76746723.31764695,6501580.465,62553174091,1E+11,1E+11,2019-05-24T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",RSRUSDT,RSR,USDT,RSRTRY;RSRUSDC;RSRUSDT,2020-08-27T07:00:00+00:00,0.001218,357761.0324,3586,-2.948,READY
194,19269,CoW Protocol,COW,cow-protocol,0.1320573045066169,76265953.91055274,2645917.566,577521661.4900033,1000000000,1000000000,2022-04-01T08:42:05.000Z,90,HIGH,"SYMBOL,USDT,TRADING",COWUSDT,COW,USDT,COWTRY;COWUSDC;COWUSDT,2024-11-06T12:00:00+00:00,0.1327,61009.01483,797,-0.822,READY
195,36044,NEXPACE,NXPC,maplestory-universe,0.2590848015380166,75807148.22558537,9061404.161,292595890.5175758,988350564.5,1000000000,2025-03-17T06:30:59.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",NXPCUSDT,NXPC,USDT,NXPCTRY;NXPCUSDC;NXPCUSDT,2025-05-15T07:00:00+00:00,0.26,273704.9192,8138,0.697,READY
196,38967,RaveDAO,RAVE,ravedao,0.3001599029672209,75784538.88991009,6268516.784,252480555,1000000000,1000000000,2025-11-18T10:05:02.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
197,11857,GMX,GMX,gmx,7.254962165436938,75728957.86604801,8712824.529,10438229.19254151,10438229.19254151,13250000,2021-09-13T12:11:50.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",GMXUSDT,GMX,USDT,GMXUSDT,2022-10-05T10:00:00+00:00,6.87,843467.4257,15677,-0.579,READY
198,5864,Yearn,YFI,yearn-finance,2104.668878835252,75380709.04783039,4404603.414,35815.94701,36646.35595,,2020-07-18T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",YFIUSDT,YFI,USDT,YFIUSDT,2020-08-10T12:00:00+00:00,2088,282733.6674,2072,-1.509,READY
199,25028,ORDI,ORDI,ordi,3.5776710360319712,75131091.76,14233183.04557846,21000000,21000000,21000000,2023-05-08T05:51:24.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ORDIUSDT,ORDI,USDT,ORDITRY;ORDIU;ORDIUSDC;ORDIUSDT,2023-11-07T12:00:00+00:00,3.582,1786468.468,20114,0.533,READY
200,2586,Synthetix,SNX,synthetix,0.2172099681755483,74832360.32242733,11045355.94736207,344516234.45728827,581404223.5556632,339889850.1,2018-03-14T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",SNXUSDT,SNX,USDT,SNXTRY;SNXUSDC;SNXUSDT,2020-07-09T12:00:00+00:00,0.219,619366.7613,4762,0,READY
